video_id,t,S
01538,17.672131147540984,6.7873694053575679
01538,17.737704918032787,6.7939772748115441
01538,17.803278688524589,6.9637726143275938
01538,17.868852459016395,7.1345061322989505
01538,17.934426229508198,7.2136893671803595
01538,18,7.1089087370630839
01538,18.065573770491802,7.0499980739558392
01538,18.131147540983605,7.0749599395462042
01538,18.196721311475411,6.8374810748658632
01538,18.262295081967213,6.7291865803152611
01538,18.327868852459016,6.6169172095996753
01538,18.393442622950818,6.4652944897889304
01538,18.459016393442624,6.4459800213494907
01538,18.524590163934427,6.3046997137063991
01538,18.590163934426229,6.0318673338119329
01538,18.655737704918032,6.2645027795537338
01538,18.721311475409838,5.84407734045908
01538,18.78688524590164,5.5932470224374189
01538,18.852459016393443,5.1602579648150915
01538,18.918032786885245,4.7769087987064927
01538,18.983606557377048,4.3774714637462724
01538,19.049180327868854,4.2530069829066273
01538,19.114754098360656,4.3319636419645073
01538,19.180327868852459,5.0417715626669839
01538,19.245901639344261,5.7326916398903727
01538,19.344262295081968,6.5817017112323262
01538,19.409836065573771,6.5095463485705256
01538,19.475409836065573,6.6439972828334151
01538,19.540983606557376,7.0528817462762632
01538,19.606557377049182,6.7912011455409589
01538,19.672131147540984,6.5684881842120468
01538,19.737704918032787,6.5428395422958578
01538,19.803278688524589,6.7242470625542676
01538,19.868852459016395,7.2547242525965991
01538,19.934426229508198,7.9671003708734176
01538,20,8.5298161492623894
01538,20.065573770491802,9.2347774098569992
01538,20.131147540983605,10.387127456551102
01538,20.196721311475411,10.019632077755109
01538,20.262295081967213,9.6806140132297624
01538,20.327868852459016,9.6506372569697714
01538,20.393442622950818,9.753700086642942
01538,20.459016393442624,9.8452205799469521
01538,20.524590163934427,9.7360744653294056
01538,20.590163934426229,10.135912627547963
01538,20.655737704918032,10.654772318658935
01538,20.721311475409838,11.051822082312308
01538,20.78688524590164,11.414669955473897
01538,20.852459016393443,11.136172779168213
01538,20.918032786885245,10.852023329595294
01538,20.983606557377048,10.451816855982273
01538,21.049180327868854,10.156797811704292
01538,21.114754098360656,9.5589910144220642
01538,21.180327868852459,9.6829576103115773
01538,21.245901639344261,10.454351171832359
01538,21.344262295081968,12.750277446131783
01538,21.409836065573771,11.52413858835502
01538,21.475409836065573,10.859312922957653
01538,21.540983606557376,10.730666892416236
01538,21.606557377049182,10.83596273417014
01538,21.672131147540984,11.449395340836009
01538,21.737704918032787,13.062320143552512
01538,21.803278688524589,14.604523923414231
01538,21.868852459016395,14.512657173839264
01538,21.934426229508198,13.837238211366227
01538,22,13.430901454916922
01538,22.065573770491802,13.242039095612563
01538,22.131147540983605,13.118850970466951
01538,22.196721311475411,12.428256891589442
01538,22.262295081967213,11.200756884976009
01538,22.327868852459016,9.9590854640490356
01538,22.393442622950818,9.9467690309495538
01538,22.459016393442624,9.3695393139093053
01538,22.524590163934427,9.1322871787864042
01538,22.590163934426229,9.4882934148088598
01538,22.655737704918032,9.6410074698644763
01538,22.721311475409838,9.4220220645548558
01538,22.78688524590164,9.4084307140188272
01538,22.852459016393443,9.6213695520330038
01538,22.918032786885245,9.8653653570343209
01538,22.983606557377048,10.133161999502065
01538,23.049180327868854,11.276990958479239
01538,23.114754098360656,11.716365500138961
01538,23.180327868852459,11.799956168314347
01538,23.245901639344261,12.202950175229127
01538,23.344262295081968,11.65830197749461
01538,23.409836065573771,13.592219035839154
01538,23.475409836065573,13.853742660887875
01538,23.540983606557376,13.535188434251857
01538,23.606557377049182,13.383705194072972
01538,23.672131147540984,14.48405477482712
01538,23.737704918032787,15.674886473752199
01538,23.803278688524589,13.691098695557658
01538,23.868852459016395,13.102462394017577
01538,23.934426229508198,12.832441458038051
01538,24,13.715681918489253
01538,24.065573770491802,13.912866346155898
01538,24.131147540983605,12.970117451377311
01538,24.196721311475411,11.172070679804012
01538,24.262295081967213,10.386755386818008
01538,24.327868852459016,9.3758564887962592
01538,24.393442622950818,8.4641687148833462
01538,24.459016393442624,8.0225361005889972
01538,24.524590163934427,8.3101756324225509
01538,24.590163934426229,9.4886495866742582
01538,24.655737704918032,9.9446036445163237
01538,24.721311475409838,10.375956354330961
