video_id,label,model,split,scene,light,weather,time_of_alert,time_of_event,theta_used,duration_s,fps,status,n_frames,t_peak,s_peak,s_at_alert,s_at_event,lead_to_alert_s,lead_to_event_s,hit_alert,hit_event,false_positive,predicted_positive,n_eval_frames,hit_early_500ms,hit_early_1000ms,hit_early_1500ms
00078,1,frame_difference,exploratory,Urban,Normal,Cloudy,18.0,18.933,1.7825162143670823,39.4,30.0,ok,134,18.866666666666667,1.7745797061327035,0.89022053166986,1.7745797061327035,-0.8666666666666671,0.06633333333333269,False,False,,False,119,False,False,False
00081,1,v0_original,exploratory,Rural,Normal,Cloudy,18.533,18.667,6.7908898322413265,38.733333333333334,30.0,ok,134,17.966666666666665,1.1742525277391254,-0.010240227205285751,-0.4459039214030625,0.5663333333333362,0.7003333333333366,False,False,,False,119,False,False,False
00081,1,raw_flow_no_blob,exploratory,Rural,Normal,Cloudy,18.533,18.667,6.825930914454727,38.733333333333334,30.0,ok,134,18.033333333333335,1.0682995212798536,0.0831329070642676,-0.45514052149048373,0.49966666666666626,0.6336666666666666,False,False,,False,119,False,False,False
00081,1,affine_residual_no_blob,exploratory,Rural,Normal,Cloudy,18.533,18.667,6.895384484978015,38.733333333333334,30.0,ok,134,17.966666666666665,0.4295354347655753,-0.5358528634272355,-0.7814637183358397,0.5663333333333362,0.7003333333333366,False,False,,False,119,False,False,False
00081,1,frame_difference,exploratory,Rural,Normal,Cloudy,18.533,18.667,1.7825162143670823,38.733333333333334,30.0,ok,134,18.166666666666668,0.6611672641073519,0.3606903430358031,0.25380222840032957,0.3663333333333334,0.5003333333333337,False,False,,False,119,False,False,False
00093,1,v0_original,exploratory,Highway,Dark,Snow,7.533,9.933,6.7908898322413265,18.0,30.0,ok,134,9.866666666666667,2.8333037534415935,-0.8464040110361128,2.8333037534415935,-2.333666666666667,0.06633333333333269,False,False,,False,119,False,False,False
00093,1,raw_flow_no_blob,exploratory,Highway,Dark,Snow,7.533,9.933,6.825930914454727,18.0,30.0,ok,134,9.866666666666667,2.732278040607741,-1.5636878375804355,2.732278040607741,-2.333666666666667,0.06633333333333269,False,False,,False,119,False,False,False
00093,1,affine_residual_no_blob,exploratory,Highway,Dark,Snow,7.533,9.933,6.895384484978015,18.0,30.0,ok,134,9.866666666666667,2.976820037836586,-1.472434301056996,2.976820037836586,-2.333666666666667,0.06633333333333269,False,False,,False,119,False,False,False
00093,1,frame_difference,exploratory,Highway,Dark,Snow,7.533,9.933,1.7825162143670823,18.0,30.0,ok,134,8.666666666666666,2.179591723660507,0.7584626029614727,1.4264464917697386,-1.1336666666666657,1.2663333333333338,True,True,,True,119,True,True,True
00108,1,v0_original,validation,Urban,Dark,Clear,18.233,19.3,6.7908898322413265,40.266666666666666,30.0,ok,135,19.233333333333334,1.6937783691714285,-1.7500505295337403,1.6937783691714285,-1.0003333333333337,0.06666666666666643,False,False,,False,119,False,False,False
00108,1,raw_flow_no_blob,validation,Urban,Dark,Clear,18.233,19.3,6.825930914454727,40.266666666666666,30.0,ok,135,19.233333333333334,1.597056421291418,-1.7662248439215587,1.597056421291418,-1.0003333333333337,0.06666666666666643,False,False,,False,119,False,False,False
00108,1,affine_residual_no_blob,validation,Urban,Dark,Clear,18.233,19.3,6.895384484978015,40.266666666666666,30.0,ok,135,19.233333333333334,1.8182992265254583,-1.6820011436170532,1.8182992265254583,-1.0003333333333337,0.06666666666666643,False,False,,False,119,False,False,False
00108,1,frame_difference,validation,Urban,Dark,Clear,18.233,19.3,1.7825162143670823,40.266666666666666,30.0,ok,135,19.233333333333334,0.5749355477499677,-0.4850998563478536,0.5749355477499677,-1.0003333333333337,0.06666666666666643,False,False,,False,119,False,False,False
00143,1,v0_original,exploratory,Sub-urban,Normal,Cloudy,18.929,20.074,6.7908898322413265,39.77049180327869,30.5,ok,134,16.360655737704917,9.834854514156268,2.774157835375367,1.8708480895962345,2.5683442622950814,3.7133442622950845,False,True,,True,119,True,True,True
00143,1,raw_flow_no_blob,exploratory,Sub-urban,Normal,Cloudy,18.929,20.074,6.825930914454727,39.77049180327869,30.5,ok,134,16.360655737704917,9.957167374698464,2.7695025543287617,1.6474922512993366,2.5683442622950814,3.7133442622950845,False,True,,True,119,True,True,True
00143,1,affine_residual_no_blob,exploratory,Sub-urban,Normal,Cloudy,18.929,20.074,6.895384484978015,39.77049180327869,30.5,ok,134,16.360655737704917,10.554590586013925,2.044273103443169,1.053852479832524,2.5683442622950814,3.7133442622950845,True,True,,True,119,True,True,True
00143,1,frame_difference,exploratory,Sub-urban,Normal,Cloudy,18.929,20.074,1.7825162143670823,39.77049180327869,30.5,ok,134,14.950819672131148,2.6953718935004405,1.0784165799112646,1.1053288456613852,3.9781803278688503,5.1231803278688535,False,True,,True,119,True,True,True
00235,1,v0_original,validation,Other,Normal,Clear,7.228,9.177,6.7908898322413265,18.0,30.0,ok,134,7.333333333333333,0.5946134143787001,0.4083894706919845,-0.2621056943283797,-0.10533333333333328,1.8436666666666666,False,False,,False,119,False,False,False
00235,1,raw_flow_no_blob,validation,Other,Normal,Clear,7.228,9.177,6.825930914454727,18.0,30.0,ok,134,7.333333333333333,0.5489327033994746,0.48534021143527967,-0.165599670847269,-0.10533333333333328,1.8436666666666666,False,False,,False,119,False,False,False
00235,1,affine_residual_no_blob,validation,Other,Normal,Clear,7.228,9.177,6.895384484978015,18.0,30.0,ok,134,7.333333333333333,0.7408762908099651,0.6748099009299584,-0.17639647253673216,-0.10533333333333328,1.8436666666666666,False,False,,False,119,False,False,False
00235,1,frame_difference,validation,Other,Normal,Clear,7.228,9.177,1.7825162143670823,18.0,30.0,ok,134,7.533333333333333,-0.012619772823523974,-0.038077732959930416,-0.23266022496167127,-0.30533333333333346,1.6436666666666664,False,False,,False,119,False,False,False
00254,1,v0_original,exploratory,Urban,Normal,Clear,17.2,18.533,6.7908898322413265,40.2,30.0,ok,134,17.4,5.801054016559021,4.721082925151562,1.278909346692199,-0.1999999999999993,1.1330000000000027,False,False,,False,119,False,False,False
00254,1,raw_flow_no_blob,exploratory,Urban,Normal,Clear,17.2,18.533,6.825930914454727,40.2,30.0,ok,134,17.4,5.860292783015017,4.811627340797056,1.2440159809898192,-0.1999999999999993,1.1330000000000027,False,False,,False,119,False,False,False
00254,1,affine_residual_no_blob,exploratory,Urban,Normal,Clear,17.2,18.533,6.895384484978015,40.2,30.0,ok,134,17.4,6.039641676735595,4.512205328031505,1.0221154204260299,-0.1999999999999993,1.1330000000000027,False,False,,False,119,False,False,False
00254,1,frame_difference,exploratory,Urban,Normal,Clear,17.2,18.533,1.7825162143670823,40.2,30.0,ok,134,17.4,1.1890595602931753,1.0559263524059441,0.8703546530020808,-0.1999999999999993,1.1330000000000027,False,False,,False,119,False,False,False
00300,1,v0_original,exploratory,Highway,Normal,Clear,8.464,10.064,6.7908898322413265,18.0,30.0,ok,134,10.0,14.240634245723074,1.4447930305259902,14.240634245723074,-1.5359999999999996,0.06400000000000006,True,True,,True,119,False,False,False
00300,1,raw_flow_no_blob,exploratory,Highway,Normal,Clear,8.464,10.064,6.825930914454727,18.0,30.0,ok,134,10.0,14.210947076418602,1.478043626460145,14.210947076418602,-1.5359999999999996,0.06400000000000006,True,True,,True,119,False,False,False
00300,1,affine_residual_no_blob,exploratory,Highway,Normal,Clear,8.464,10.064,6.895384484978015,18.0,30.0,ok,134,10.0,14.7276230897532,1.352095163955523,14.7276230897532,-1.5359999999999996,0.06400000000000006,True,True,,True,119,False,False,False
00300,1,frame_difference,exploratory,Highway,Normal,Clear,8.464,10.064,1.7825162143670823,18.0,30.0,ok,134,10.0,2.5079320201933837,-0.03360139213317896,2.5079320201933837,-1.5359999999999996,0.06400000000000006,True,True,,True,119,False,False,False
00418,1,v0_original,exploratory,Urban,Twilight,Clear,18.4,20.033,6.7908898322413265,40.36666666666667,30.0,ok,134,19.966666666666665,3.3888420909893755,0.017886014451651895,3.3888420909893755,-1.5666666666666664,0.06633333333333624,False,False,,False,119,False,False,False
00418,1,raw_flow_no_blob,exploratory,Urban,Twilight,Clear,18.4,20.033,6.825930914454727,40.36666666666667,30.0,ok,134,19.966666666666665,3.3834283216795633,0.12569212825282297,3.3834283216795633,-1.5666666666666664,0.06633333333333624,False,False,,False,119,False,False,False
00418,1,affine_residual_no_blob,exploratory,Urban,Twilight,Clear,18.4,20.033,6.895384484978015,40.36666666666667,30.0,ok,134,19.966666666666665,3.2947816836068844,-0.5551105749985116,3.2947816836068844,-1.5666666666666664,0.06633333333333624,False,False,,False,119,False,False,False
00418,1,frame_difference,exploratory,Urban,Twilight,Clear,18.4,20.033,1.7825162143670823,40.36666666666667,30.0,ok,134,19.966666666666665,1.7364437028757669,0.38915965174183376,1.7364437028757669,-1.5666666666666664,0.06633333333333624,False,False,,False,119,False,False,False
00447,1,v0_original,exploratory,Nature,Normal,Clear,8.929,10.195,6.7908898322413265,19.0,30.0,ok,134,7.666666666666667,0.27165197589856405,0.18181205332831363,0.17848145766133572,1.2623333333333333,2.5283333333333333,False,False,,False,119,False,False,False
00447,1,raw_flow_no_blob,exploratory,Nature,Normal,Clear,8.929,10.195,6.825930914454727,19.0,30.0,ok,134,9.266666666666667,0.31543617191697876,0.2877403247215211,0.2597354302674233,-0.3376666666666672,0.9283333333333328,False,False,,False,119,False,False,False
00447,1,affine_residual_no_blob,exploratory,Nature,Normal,Clear,8.929,10.195,6.895384484978015,19.0,30.0,ok,134,10.133333333333333,0.24348725301830243,-0.14210918483773985,0.24348725301830243,-1.2043333333333326,0.061666666666667425,False,False,,False,119,False,False,False
00447,1,frame_difference,exploratory,Nature,Normal,Clear,8.929,10.195,1.7825162143670823,19.0,30.0,ok,134,9.266666666666667,0.3250436853249446,0.06567539169422862,0.262856205566775,-0.3376666666666672,0.9283333333333328,False,False,,False,119,False,False,False
00463,1,v0_original,exploratory,Sub-urban,Dark,Clear,19.333,20.433,6.7908898322413265,40.4,30.0,ok,134,20.233333333333334,1.492455284094321,-0.9571159158927177,1.264581779772319,-0.9003333333333359,0.19966666666666555,False,False,,False,119,False,False,False
00463,1,raw_flow_no_blob,exploratory,Sub-urban,Dark,Clear,19.333,20.433,6.825930914454727,40.4,30.0,ok,134,20.233333333333334,1.5944352040879042,-0.9230993574939332,1.387782543495534,-0.9003333333333359,0.19966666666666555,False,False,,False,119,False,False,False
00463,1,affine_residual_no_blob,exploratory,Sub-urban,Dark,Clear,19.333,20.433,6.895384484978015,40.4,30.0,ok,134,20.233333333333334,1.8218102253650834,-0.8033195031009726,1.6039544467330171,-0.9003333333333359,0.19966666666666555,False,False,,False,119,False,False,False
00463,1,frame_difference,exploratory,Sub-urban,Dark,Clear,19.333,20.433,1.7825162143670823,40.4,30.0,ok,134,20.166666666666668,0.25146008841458484,-0.46066387401107256,0.0352050469266382,-0.8336666666666694,0.266333333333332,False,False,,False,119,False,False,False
00469,1,v0_original,validation,Highway,Bright,Clear,17.471,18.489,6.7908898322413265,39.43859649122807,28.5,ok,134,10.842105263157896,6.9915243569319045,-1.0003767126266083,-0.6937959602188957,6.6288947368421045,7.646894736842105,False,True,,True,119,True,True,True
00469,1,raw_flow_no_blob,validation,Highway,Bright,Clear,17.471,18.489,6.825930914454727,39.43859649122807,28.5,ok,134,10.842105263157896,7.099350280544973,-1.0485617407957304,-0.7418739960912277,6.6288947368421045,7.646894736842105,False,True,,True,119,True,True,True
00469,1,affine_residual_no_blob,validation,Highway,Bright,Clear,17.471,18.489,6.895384484978015,39.43859649122807,28.5,ok,134,10.842105263157896,7.572607396863876,-1.0967178513686835,-0.847960585940813,6.6288947368421045,7.646894736842105,False,True,,True,119,True,True,True
00469,1,frame_difference,validation,Highway,Bright,Clear,17.471,18.489,1.7825162143670823,39.43859649122807,28.5,ok,134,10.56140350877193,1.6830232167946837,-0.2855826025627971,-0.23581847005821716,6.90959649122807,7.927596491228071,False,False,,False,119,False,False,False
00501,1,v0_original,exploratory,Urban,Bright,Clear,18.077,20.296,6.7908898322413265,39.93464052287582,30.6,ok,134,19.901960784313726,2.4091181919997973,0.5637217677502478,1.4164277061959285,-1.824960784313724,0.39403921568627354,False,False,,False,119,False,False,False
00501,1,raw_flow_no_blob,exploratory,Urban,Bright,Clear,18.077,20.296,6.825930914454727,39.93464052287582,30.6,ok,134,19.901960784313726,2.411545891044704,0.6511357053456804,1.2152523561645951,-1.824960784313724,0.39403921568627354,False,False,,False,119,False,False,False
00501,1,affine_residual_no_blob,exploratory,Urban,Bright,Clear,18.077,20.296,6.895384484978015,39.93464052287582,30.6,ok,134,19.836601307189543,2.4816640464442807,0.28574356238057264,0.778796351627045,-1.7596013071895413,0.4593986928104563,False,False,,False,119,False,False,False
00501,1,frame_difference,exploratory,Urban,Bright,Clear,18.077,20.296,1.7825162143670823,39.93464052287582,30.6,ok,134,19.836601307189543,0.7481544992250946,-0.1541485693549862,0.49980016030082175,-1.7596013071895413,0.4593986928104563,False,False,,False,119,False,False,False
00510,1,v0_original,exploratory,Urban,Normal,Rain,17.5,18.633,6.7908898322413265,40.1,30.0,ok,134,15.7,9.98352179911144,8.626525512981122,6.642158130503362,1.8000000000000007,2.933,True,True,,True,119,True,True,True
00510,1,raw_flow_no_blob,exploratory,Urban,Normal,Rain,17.5,18.633,6.825930914454727,40.1,30.0,ok,134,15.7,10.097710855866788,8.748056279609441,6.6935608034322716,1.8000000000000007,2.933,True,True,,True,119,True,True,True
00510,1,affine_residual_no_blob,exploratory,Urban,Normal,Rain,17.5,18.633,6.895384484978015,40.1,30.0,ok,134,15.7,10.691161241740684,9.289846238934755,7.066327508353213,1.8000000000000007,2.933,True,True,,True,119,True,True,True
00510,1,frame_difference,exploratory,Urban,Normal,Rain,17.5,18.633,1.7825162143670823,40.1,30.0,ok,134,14.166666666666666,3.101947884387206,2.1853192554400556,2.2580797624688964,3.333333333333334,4.466333333333333,True,True,,True,119,True,True,True
00528,1,v0_original,validation,Industrial,Normal,Clear,55.467,56.8,6.7908898322413265,60.0,30.0,ok,135,56.733333333333334,8.431985559240186,-0.01182152237781179,8.431985559240186,-1.2663333333333355,0.06666666666666288,True,True,,True,119,False,False,False
00528,1,raw_flow_no_blob,validation,Industrial,Normal,Clear,55.467,56.8,6.825930914454727,60.0,30.0,ok,135,56.733333333333334,8.534824206740977,-0.02145321180136979,8.534824206740977,-1.2663333333333355,0.06666666666666288,True,True,,True,119,False,False,False
00528,1,affine_residual_no_blob,validation,Industrial,Normal,Clear,55.467,56.8,6.895384484978015,60.0,30.0,ok,135,56.733333333333334,8.983116950635484,-0.20761046070931372,8.983116950635484,-1.2663333333333355,0.06666666666666288,True,True,,True,119,False,False,False
00528,1,frame_difference,validation,Industrial,Normal,Clear,55.467,56.8,1.7825162143670823,60.0,30.0,ok,135,56.733333333333334,1.419478782815772,-0.1286934626340948,1.419478782815772,-1.2663333333333355,0.06666666666666288,False,False,,False,119,False,False,False
00533,1,v0_original,exploratory,Other,Twilight,Clear,17.267,19.767,6.7908898322413265,40.03333333333333,30.0,ok,134,18.133333333333333,-0.41989441595477406,-0.9267628874805761,-0.8727348398187886,-0.8663333333333334,1.6336666666666666,False,False,,False,119,False,False,False
00533,1,raw_flow_no_blob,exploratory,Other,Twilight,Clear,17.267,19.767,6.825930914454727,40.03333333333333,30.0,ok,134,18.133333333333333,-0.4855809366236234,-0.8233988075988887,-1.0215587344304833,-0.8663333333333334,1.6336666666666666,False,False,,False,119,False,False,False
00533,1,affine_residual_no_blob,exploratory,Other,Twilight,Clear,17.267,19.767,6.895384484978015,40.03333333333333,30.0,ok,134,18.266666666666666,-0.4469847009184555,-0.7950252410373433,-1.0769302771714637,-0.9996666666666663,1.5003333333333337,False,False,,False,119,False,False,False
00533,1,frame_difference,exploratory,Other,Twilight,Clear,17.267,19.767,1.7825162143670823,40.03333333333333,30.0,ok,134,18.266666666666666,0.024114046228241925,-0.24973124876776198,-0.21707543739149657,-0.9996666666666663,1.5003333333333337,False,False,,False,119,False,False,False
00544,1,v0_original,exploratory,Rural,Normal,Clear,20.354,21.455,6.7908898322413265,40.33444816053512,29.9,ok,134,20.93645484949833,3.3010749498581724,1.8613620916939206,1.2620660035398201,-0.5824548494983297,0.5185451505016694,False,False,,False,119,False,False,False
00544,1,raw_flow_no_blob,exploratory,Rural,Normal,Clear,20.354,21.455,6.825930914454727,40.33444816053512,29.9,ok,134,20.93645484949833,3.3875724934908207,1.9118737118988536,1.2756304422049358,-0.5824548494983297,0.5185451505016694,False,False,,False,119,False,False,False
00544,1,affine_residual_no_blob,exploratory,Rural,Normal,Clear,20.354,21.455,6.895384484978015,40.33444816053512,29.9,ok,134,20.93645484949833,3.2876072962603224,1.8931402483299964,1.337401964520145,-0.5824548494983297,0.5185451505016694,False,False,,False,119,False,False,False
00544,1,frame_difference,exploratory,Rural,Normal,Clear,20.354,21.455,1.7825162143670823,40.33444816053512,29.9,ok,134,21.003344481605353,0.540884182578886,0.22214323403520747,0.31927091027592297,-0.649344481605354,0.45165551839464513,False,False,,False,119,False,False,False
00588,1,v0_original,exploratory,Highway,Dark,Clear,17.5,19.3,6.7908898322413265,40.166666666666664,30.0,ok,135,12.3,0.09620682432264026,-0.28033703981746566,-1.1114498161062554,5.199999999999999,7.0,False,False,,False,119,False,False,False
00588,1,raw_flow_no_blob,exploratory,Highway,Dark,Clear,17.5,19.3,6.825930914454727,40.166666666666664,30.0,ok,135,12.3,0.21651980433271306,-0.15577565674527344,-1.146053728588225,5.199999999999999,7.0,False,False,,False,119,False,False,False
00588,1,affine_residual_no_blob,exploratory,Highway,Dark,Clear,17.5,19.3,6.895384484978015,40.166666666666664,30.0,ok,135,12.3,0.3786369361370438,-0.008121607999155414,-1.042003354000292,5.199999999999999,7.0,False,False,,False,119,False,False,False
00588,1,frame_difference,exploratory,Highway,Dark,Clear,17.5,19.3,1.7825162143670823,40.166666666666664,30.0,ok,135,16.3,-0.0011915952340618777,-0.08808522912668179,-0.4314386742756158,1.1999999999999993,3.0,False,False,,False,119,False,False,False
00617,1,v0_original,validation,Highway,Dark,Clear,18.453,19.661,6.7908898322413265,39.57516339869281,30.6,ok,134,12.026143790849673,0.7485796008232855,-0.16894766081039664,0.5207096703411027,6.426856209150326,7.634856209150328,False,False,,False,119,False,False,False
00617,1,raw_flow_no_blob,validation,Highway,Dark,Clear,18.453,19.661,6.825930914454727,39.57516339869281,30.6,ok,134,19.542483660130717,0.2766156691904976,-0.04389880977969269,0.24195209186009983,-1.0894836601307176,0.11851633986928434,False,False,,False,119,False,False,False
00617,1,affine_residual_no_blob,validation,Highway,Dark,Clear,18.453,19.661,6.895384484978015,39.57516339869281,30.6,ok,134,19.542483660130717,0.34267109117268335,0.023970274006416117,0.33153006696404586,-1.0894836601307176,0.11851633986928434,False,False,,False,119,False,False,False
00617,1,frame_difference,validation,Highway,Dark,Clear,18.453,19.661,1.7825162143670823,39.57516339869281,30.6,ok,134,12.026143790849673,0.3876187858980251,0.07469201446371539,0.2790449949409295,6.426856209150326,7.634856209150328,False,False,,False,119,False,False,False
00623,1,v0_original,exploratory,Highway,Twilight,Clear,19.568,20.058,6.7908898322413265,40.29411764705882,30.6,ok,134,19.34640522875817,-0.4598051227022095,-0.8752836979079883,-0.7873485143283647,0.2215947712418327,0.7115947712418311,False,False,,False,119,False,False,False
00623,1,raw_flow_no_blob,exploratory,Highway,Twilight,Clear,19.568,20.058,6.825930914454727,40.29411764705882,30.6,ok,134,20.0,-0.7569976985675901,-0.9326903286203125,-0.7569976985675901,-0.4319999999999986,0.05799999999999983,False,False,,False,119,False,False,False
00623,1,affine_residual_no_blob,exploratory,Highway,Twilight,Clear,19.568,20.058,6.895384484978015,40.29411764705882,30.6,ok,134,20.0,-0.24854646706102446,-0.9842162373441459,-0.24854646706102446,-0.4319999999999986,0.05799999999999983,False,False,,False,119,False,False,False
00623,1,frame_difference,exploratory,Highway,Twilight,Clear,19.568,20.058,1.7825162143670823,40.29411764705882,30.6,ok,134,20.0,1.0610980626149833,-0.1359895549368007,1.0610980626149833,-0.4319999999999986,0.05799999999999983,False,False,,False,119,False,False,False
00629,1,v0_original,exploratory,Sub-urban,Twilight,Clear,8.398,10.431,6.7908898322413265,19.0,30.0,ok,134,10.033333333333333,1.6909336993691082,0.5458863145427677,0.6214688803796591,-1.6353333333333335,0.39766666666666595,False,False,,False,119,False,False,False
00629,1,raw_flow_no_blob,exploratory,Sub-urban,Twilight,Clear,8.398,10.431,6.825930914454727,19.0,30.0,ok,134,10.033333333333333,1.5462202605760598,0.17014319259612226,0.6555886189106348,-1.6353333333333335,0.39766666666666595,False,False,,False,119,False,False,False
00629,1,affine_residual_no_blob,exploratory,Sub-urban,Twilight,Clear,8.398,10.431,6.895384484978015,19.0,30.0,ok,134,10.033333333333333,1.3905885786685452,0.28568815797888464,0.5047645611378095,-1.6353333333333335,0.39766666666666595,False,False,,False,119,False,False,False
00629,1,frame_difference,exploratory,Sub-urban,Twilight,Clear,8.398,10.431,1.7825162143670823,19.0,30.0,ok,134,10.033333333333333,0.9992027665271452,0.23060989848500488,0.5327639316093884,-1.6353333333333335,0.39766666666666595,False,False,,False,119,False,False,False
00639,1,v0_original,exploratory,Sub-urban,Twilight,Cloudy,17.951,19.953,6.7908898322413265,40.434782608695656,29.9,ok,134,13.31103678929766,5.609103576235668,2.83629484641391,2.742742579101466,4.639963210702341,6.64196321070234,False,False,,False,119,False,False,False
00639,1,raw_flow_no_blob,exploratory,Sub-urban,Twilight,Cloudy,17.951,19.953,6.825930914454727,40.434782608695656,29.9,ok,134,13.444816053511706,5.720480435057517,2.678199397181209,2.8000178037515644,4.506183946488294,6.508183946488293,False,False,,False,119,False,False,False
00639,1,affine_residual_no_blob,exploratory,Sub-urban,Twilight,Cloudy,17.951,19.953,6.895384484978015,40.434782608695656,29.9,ok,134,13.444816053511706,6.129376605611987,2.617607822355894,1.2442387851956527,4.506183946488294,6.508183946488293,False,False,,False,119,False,False,False
00639,1,frame_difference,exploratory,Sub-urban,Twilight,Cloudy,17.951,19.953,1.7825162143670823,40.434782608695656,29.9,ok,134,18.22742474916388,2.6496301148068873,2.556840909162904,1.8814480493226122,-0.2764247491638798,1.725575250836119,True,True,,True,119,True,True,True
00675,1,v0_original,exploratory,Sub-urban,Twilight,Clear,18.5,19.2,6.7908898322413265,40.56666666666667,30.0,ok,135,13.2,0.49883124999563405,-0.05402174150974287,-0.6562993296270867,5.300000000000001,6.0,False,False,,False,119,False,False,False
00675,1,raw_flow_no_blob,exploratory,Sub-urban,Twilight,Clear,18.5,19.2,6.825930914454727,40.56666666666667,30.0,ok,135,13.2,0.5457539470880497,0.07258543968984472,-0.9809819313928692,5.300000000000001,6.0,False,False,,False,119,False,False,False
00675,1,affine_residual_no_blob,exploratory,Sub-urban,Twilight,Clear,18.5,19.2,6.895384484978015,40.56666666666667,30.0,ok,135,13.2,0.7204976026748865,0.23320273194674096,-0.8686371594937379,5.300000000000001,6.0,False,False,,False,119,False,False,False
00675,1,frame_difference,exploratory,Sub-urban,Twilight,Clear,18.5,19.2,1.7825162143670823,40.56666666666667,30.0,ok,135,19.0,0.537663705265713,0.31578724928675256,0.19517421832985557,-0.5,0.1999999999999993,False,False,,False,119,False,False,False
00705,1,v0_original,exploratory,Other,Normal,Rain,19.867,21.86,6.7908898322413265,40.65359477124183,30.6,ok,134,14.542483660130719,4.2911714211789995,0.7434115460711856,1.2274526687987288,5.324516339869282,7.317516339869281,False,False,,False,119,False,False,False
00705,1,raw_flow_no_blob,exploratory,Other,Normal,Rain,19.867,21.86,6.825930914454727,40.65359477124183,30.6,ok,134,14.542483660130719,3.970915418230768,0.6930530149623965,0.4999320840524288,5.324516339869282,7.317516339869281,False,False,,False,119,False,False,False
00705,1,affine_residual_no_blob,exploratory,Other,Normal,Rain,19.867,21.86,6.895384484978015,40.65359477124183,30.6,ok,134,14.542483660130719,3.832673454692382,0.5047571296803393,0.4072391302152112,5.324516339869282,7.317516339869281,False,False,,False,119,False,False,False
00705,1,frame_difference,exploratory,Other,Normal,Rain,19.867,21.86,1.7825162143670823,40.65359477124183,30.6,ok,134,14.542483660130719,2.500022735991106,0.416784823555808,1.154143901741561,5.324516339869282,7.317516339869281,True,True,,True,119,True,True,True
00742,1,v0_original,exploratory,Urban,Dark,Clear,19.431,20.168,6.7908898322413265,40.033557046979865,29.8,ok,134,19.328859060402685,3.1555894561404187,2.951093618891362,1.9053054376571668,0.10214093959731585,0.8391409395973142,False,False,,False,119,False,False,False
